Id,SellerName,SellerEmail,SellerPhone,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1798,Gazel Hatem Akçay Arsoy,akcakayrabay@zengin.org,+90(561)857-1108x6194,20,RL,71,7350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1041,1041,GasA,Gd,Y,SBrkr,1041,0,0,1041,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1958,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,3,2009,WD,Normal
1799,Tükelalp Ertaş,baymanocalan@yahoo.com,0918 593 94 79,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,ALQ,630,BLQ,102,0,732,GasA,TA,Y,SBrkr,732,0,0,732,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1952,Unf,1,240,TA,TA,Y,0,68,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1800,Soydaner Arsoy,dogansaharslan@gmail.com,+90 (173) 1597006,80,RL,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,433,Rec,95,0,528,GasA,TA,Y,SBrkr,1183,0,0,1183,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD,Normal
1801,Üzer Mirbadin Seven,arslancoskun@koruturk.org,+90(388)927-4590x8089,50,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,FuseF,832,629,0,1461,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,1949,Unf,1,384,TA,TA,Y,0,204,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1802,Dr. Şafii Tanır Çamurcuoğlu,ecamurcuoglu@hotmail.com,(491)839 7909,50,RL,60,8064,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,TA,Y,SBrkr,1064,0,431,1495,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1994,Unf,2,576,TA,TA,Y,180,36,0,0,0,0,NA,NA,NA,0,8,2009,COD,Abnorml
1803,Vedat Arslan,halidun95@yahoo.com,+90(319)151-3696x065,60,RL,76,7570,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,993,813,0,1806,0,0,1,1,4,1,TA,8,Typ,0,NA,Attchd,1964,Unf,2,483,TA,TA,Y,0,55,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1804,Ginyas Zülgarni Demirel Korutürk,akgolsensoy@hotmail.com,+90(001)900-8041x0704,90,RL,75,8604,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124,TA,Gd,CBlock,Gd,TA,Av,GLQ,941,Unf,0,0,941,GasA,Gd,Y,SBrkr,941,0,0,941,1,0,1,0,2,1,Gd,4,Typ,0,NA,Attchd,1978,Unf,2,564,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal
1805,Çokan Akgündüz,akdenizhanim@yildirim.com,(913)208 9677,20,RL,80,7936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,826,Unf,0,219,1045,GasA,TA,Y,SBrkr,1045,0,0,1045,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal
1806,Erşat Toğan Duran,ozalpsan23@gmail.com,630 8 680,50,RM,68,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,861,517,0,1378,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1920,Unf,1,162,Fa,Fa,P,54,0,40,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1807,Sevgen Ümmahan Duran,oyilmaz@karadeniz-tarhan.org,0402-191 0617,90,RM,57,10307,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,LwQ,633,Unf,0,339,972,GasA,Gd,N,FuseA,972,972,0,1944,1,0,2,0,4,2,TA,12,Typ,0,NA,Detchd,1920,Unf,2,324,Fa,TA,N,0,28,169,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1808,Övün Yorulmaz,perinur34@gmail.com,+90 (524) 8889050,50,RM,90,15660,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,240,240,GasA,TA,Y,SBrkr,810,496,0,1306,0,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,1959,Unf,2,472,Fa,TA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal
1809,Bayan Nurser Aysevim İhsanoğlu Ertaş,okyalazcamurcuoglu@yahoo.com,+90(304)2782294,70,RM,90,9900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,504,504,GasA,Ex,Y,SBrkr,764,700,0,1464,0,0,2,0,3,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,176,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1810,Kotuz Sezgin,serol92@yahoo.com,(836)613 0512,70,RM,57,6406,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,421,Unf,0,269,690,GasA,TA,Y,FuseA,868,690,0,1558,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1939,Unf,2,400,TA,TA,Y,0,36,0,0,182,0,NA,MnPrv,NA,0,10,2009,WD,Normal
1811,Bayan Rezin Seniha Korutürk İhsanoğlu,sedasakarya@gmail.com,0730 824 13 87,190,RM,63,7627,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,TA,BrkTil,Fa,Po,No,Unf,0,Unf,0,600,600,GasA,Gd,N,SBrkr,1101,600,0,1701,0,0,2,0,4,2,Fa,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,148,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1812,Yalın Ünlen Yüksel,boratasakar@gmail.com,0611 964 58 48,50,RM,56,10134,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,801,801,GasA,Gd,N,SBrkr,801,646,0,1447,0,0,1,0,3,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,80,0,244,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1813,Mecide Yepelek Tarhan,zsensoy@yilmaz.biz,+90 (665) 4889743,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Ex,CBlock,TA,TA,No,BLQ,384,Unf,0,384,768,GasA,TA,Y,FuseA,768,560,0,1328,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1950,Unf,1,308,TA,TA,Y,0,12,0,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Normal
1814,Dr. Bergen Meyhanim Şama,gulensebigul@yahoo.com,0609 607 34 84,30,RM,62,7404,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,861,861,GasA,TA,Y,SBrkr,861,0,0,861,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1920,Unf,2,288,TA,TA,N,0,0,128,0,0,0,NA,NA,NA,0,11,2009,Oth,Normal
1815,Bay Erşat Almus Bilge,bakgunduz@guclu.com,+90(577)347-2383x144,30,RM,50,5925,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,NA,NA,NA,NA,0,NA,0,0,0,GasA,Fa,N,FuseA,612,0,0,612,0,0,1,0,1,1,TA,4,Typ,0,NA,Detchd,1965,Unf,1,308,TA,Fa,N,0,0,25,0,0,0,NA,NA,NA,0,10,2009,WD,Normal
1816,Ümmet Aksu,gulenugurkan@gmail.com,+90(060)005-6064x6858,30,RM,60,8520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Fa,TA,No,Unf,0,Unf,0,624,624,GasA,TA,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1963,Unf,1,287,TA,TA,Y,0,0,81,0,0,0,NA,GdWo,NA,0,2,2009,WD,Normal
1817,Saire İhsanoğlu,selaheddinkisakurek@durdu.net,6015204448,70,RM,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0,Unf,0,677,677,GasA,TA,Y,SBrkr,833,677,0,1510,0,0,2,0,3,1,Gd,7,Typ,0,NA,Detchd,1974,Unf,2,720,TA,TA,N,0,0,160,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1818,Arifcan Gürelcem Sezer,kader17@gmail.com,+90(733)904-0966x2778,70,RM,70,8400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,917,917,GasA,Gd,Y,FuseA,1090,917,0,2007,0,0,2,0,3,1,Ex,8,Typ,0,NA,Detchd,1930,Unf,1,357,TA,TA,Y,0,235,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1819,Dr. Koçkan Temirhan Korutürk,akdenizatnan@manco.org,0739-362 2386,70,RM,60,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,664,624,0,1288,1,0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917,Unf,1,280,TA,TA,N,0,103,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1820,Işıman Akcivan Alemdar,cagverenmanco@yahoo.com,+90(951)447-0337x1372,30,C (all),NA,3300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,1,Gd,NA,NA,NA,0,0,NA,NA,N,0,33,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1821,Beyhatun Güldam Şafak,koncaguldumanli@sener-ihsanoglu.com,+90 (699) 1023264,50,RM,60,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,GasA,Ex,Y,SBrkr,1044,0,436,1480,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1920,Unf,1,207,Fa,TA,Y,0,0,176,0,0,0,NA,NA,NA,0,9,2009,ConLI,Family
1822,Bayan Neptün Mihriye Öcalan Demirel,ulkerkamil@hotmail.com,0071 489 25 32,70,RM,60,9720,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,741,741,GasA,Ex,Y,SBrkr,780,741,0,1521,0,0,1,0,4,1,Gd,8,Typ,0,NA,Detchd,1950,Unf,3,640,TA,TA,Y,0,0,238,0,0,0,NA,MnPrv,NA,0,9,2009,WD,Normal
1823,Bayan Gülzadiye Kâzime Akçay Gülen,durdukosukhan@gmail.com,+90(443)8844192,30,C (all),72,9392,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0,TA,Fa,CBlock,Fa,TA,No,Unf,0,Unf,0,245,245,GasA,TA,N,SBrkr,797,0,0,797,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,36,94,0,0,0,NA,NA,NA,0,9,2009,WD,Abnorml
1824,Duyguhan Erdoğan,uinonu@akdeniz.net,+90(213)495-9152x163,30,RL,NA,6615,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1022,1022,GasA,TA,N,FuseA,1432,0,0,1432,0,0,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,1923,Unf,1,216,Fa,TA,Y,266,61,0,0,0,0,NA,GdWo,NA,0,9,2009,WD,Normal
1825,Bahittin Öcalan,atgun68@yahoo.com,8084366318,70,RL,50,4960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,297,297,GasA,Ex,Y,SBrkr,1001,653,0,1654,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1955,Unf,1,336,TA,TA,N,244,60,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1826,Rojnu Gülselin Türk Şener,samiha40@yahoo.com,(738)771 5525,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444,TA,TA,BrkTil,TA,TA,No,Rec,220,Unf,0,248,468,GasA,Gd,Y,SBrkr,822,320,0,1142,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1924,Fin,1,320,TA,TA,Y,0,0,98,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1827,Bayan Kutun Nazimet Korutürk Akar,jsoylu@gmail.com,(721)812 6104,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Gd,Y,SBrkr,995,0,0,995,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,264,TA,TA,Y,0,15,51,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Abnorml
1828,Bayan İçimbike Hinet Arsoy İhsanoğlu,fatihsensoy@ertas-demir.info,+90(519)0941502,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,273,Unf,0,679,952,GasA,TA,Y,FuseA,994,588,0,1582,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1938,Unf,1,250,Fa,TA,Y,189,0,34,150,0,0,NA,NA,NA,0,2,2009,WD,Normal
1829,Ferzi Sezer,fatigul74@zengin.com,0410-376 6927,30,RM,50,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,LwQ,134,Unf,0,938,1072,GasA,TA,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1982,Unf,5,1184,Fa,TA,P,0,0,105,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1830,Özerdinç Soylu,gorklu79@guclu-gulen.net,8066690511,70,RM,57,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1048,1048,GasA,Gd,Y,FuseA,1048,720,0,1768,0,0,2,0,3,1,TA,8,Typ,0,NA,Detchd,1930,Unf,2,576,Fa,Fa,Y,0,0,150,0,0,0,NA,NA,NA,0,6,2009,WD,Normal
1831,Menfeat Peren Korutürk Zorlu,whayrioglu@gmail.com,+90(258)1620629,70,RM,68,9928,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Fa,Y,SBrkr,1272,672,0,1944,0,0,2,0,3,1,TA,8,Min2,0,NA,Detchd,1915,Unf,1,216,TA,TA,N,24,28,0,0,0,0,NA,NA,Shed,400,6,2009,WD,Normal
1832,Dr. Bozbağ Bican Yorulmaz,adila68@demir.com,7270915741,90,RM,50,3000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1040,1040,GasA,TA,N,SBrkr,1088,1040,0,2128,0,0,2,0,4,2,TA,11,Sev,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,56,0,0,0,0,NA,NA,NA,0,9,2009,WD,Abnorml
1833,Boynak Arsoy,bilircavuldur@hotmail.com,+90(013)928-6587x368,70,RM,57,6876,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,Fa,No,BLQ,522,Unf,0,198,720,GasA,Fa,Y,SBrkr,1146,784,0,1930,1,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1927,Unf,1,316,TA,TA,Y,0,0,213,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal
1834,Abdülkerim Öcalan,nehip08@ertas.com,8432298308,70,RM,NA,5775,Pave,NA,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,483,483,GasA,Ex,Y,SBrkr,741,686,0,1427,0,0,1,0,3,1,Gd,7,Typ,0,NA,Attchd,1915,Unf,1,379,TA,TA,Y,0,24,112,0,0,0,NA,NA,NA,0,2,2009,WD,Normal
1835,Nas Kısakürek,akcabarsen@karadeniz.com,0547 829 94 94,190,RM,41,5852,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,188,TA,Fa,BrkTil,TA,Fa,No,Rec,169,Unf,0,851,1020,GasA,TA,N,FuseF,978,886,0,1864,0,0,2,1,6,1,TA,9,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,188,102,0,0,0,NA,NA,NA,0,5,2009,WD,Normal
1836,Dr. Abdulkadir Abdurrahman Akdeniz,akataygul@yahoo.com,050 0 480,50,RM,60,5160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,1204,1204,GasA,TA,Y,FuseA,1204,462,0,1666,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1927,Unf,1,384,Fa,TA,Y,0,0,148,0,0,0,NA,NA,NA,0,8,2009,WD,Normal
1837,Maşide Kadınana Dumanlı Akdeniz,monisguclu@yahoo.com,0564-417 7055,85,RM,86,5160,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Gd,Fa,Av,BLQ,749,Rec,63,46,858,GasA,TA,Y,SBrkr,892,0,0,892,1,0,1,0,1,1,Gd,5,Min2,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,105,0,160,0,NA,NA,NA,0,7,2009,COD,Abnorml
1838,Bayan Aydar Dumanlı Akgündüz,kisakurekaycagul@gmail.com,0812 719 92 33,190,RM,60,10320,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,276,ALQ,262,160,698,GasA,Ex,Y,FuseF,754,649,0,1403,1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1915,Unf,1,308,TA,TA,Y,0,0,288,0,0,0,NA,NA,NA,0,2,2009,WD,Normal
1839,Dr. Ünsever Cavit Yüksel,yildirimkaranbay@demir.net,+90 (421) 3569296,20,RL,50,4280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,560,560,GasA,Ex,Y,FuseA,704,0,0,704,0,1,1,0,2,1,Fa,4,Typ,0,NA,CarPort,1946,Unf,1,220,TA,TA,Y,0,0,24,0,0,0,NA,NA,NA,0,9,2009,WD,Normal
1840,Özel Çetin,seyithan18@mansiz-sakarya.info,+90(594)169-7011x8645,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Alloca
1841,Karcan Tekbay Kısakürek Demirel,kefser83@tevetoglu-tarhan.net,+90 (246) 9009903,90,RL,NA,10547,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,Gd,Gd,GLQ,1152,Unf,0,0,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,2,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1960,Unf,1,252,TA,Fa,N,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal
1842,Ushan Ahsen Duran,yukselunal@kisakurek-gulen.com,(751)373 8777,50,RL,60,9780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,585,585,GasA,TA,N,FuseA,687,425,0,1112,1,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,1934,Unf,1,226,Po,Po,N,0,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal
1843,Bay Karataş Duran,kefser30@ihsanoglu-corlu.com,0485-171 2620,20,RL,75,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172,TA,TA,CBlock,TA,TA,No,BLQ,527,Unf,0,525,1052,GasA,TA,Y,SBrkr,1052,0,0,1052,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1984,Fin,1,668,TA,TA,Y,0,215,0,0,0,0,NA,NA,NA,0,4,2009,WD,Abnorml
